,zipcode,population,pop_density_sq_mile,housing_units,median_home_price,land_area_sq_mile,water_area_sq_mile,occupied_housing_units,median_household_income,median_age,race_per_white,race_per_black_or_aframr,race_per_native_american,race_per_asian,race_per_pacific_islander,race_per_other,race_per_two_or_more,housing_per_owned_w_mortgage,housing_per_owned_free_clear,housing_per_renter_occupied,housing_per_vacant,vacant_per_for_rent,vacant_per_rented_unoccupied,vacant_per_for_sale,vacant_per_sold_unoccupied,vacant_per_seasonal_recreational,vacant_per_migrant_workers,vacant_per_others,edu_per_less_than_hs,edu_per_hs,edu_per_associates,edu_per_bachelors,edu_per_masters,edu_per_professional,edu_per_phd,child_edu_per_enrolled_public,child_edu_per_enrolled_private,child_edu_per_not_enrolled
111,80235,"7,571","2,080","3,610","$232,100",3.64,0.07,"3,394","$54,178",36,81.4&percnt,2.2&percnt,1.3&percnt,4.3&percnt,0.2&percnt,6.2&percnt,4.4&percnt,35&percnt,12&percnt,47&percnt,6&percnt,41&percnt,5&percnt,25&percnt,3&percnt,12&percnt,0&percnt,14&percnt,7.2&percnt,55.8&percnt,7.8&percnt,17.8&percnt,6.5&percnt,4.2&percnt,0.7&percnt,67&percnt,22&percnt,11&percnt
112,81122,"8,228",16,"4,430","$286,400",507.32,4.39,"3,292","$64,213",40,90.6&percnt,0.3&percnt,3.7&percnt,0.2&percnt,0.1&percnt,1.9&percnt,3.3&percnt,46&percnt,14&percnt,14&percnt,26&percnt,7.7&percnt,0.1&percnt,8.9&percnt,1.1&percnt,73.5&percnt,0.0&percnt,8.8&percnt,3.7&percnt,57.3&percnt,7.1&percnt,20.0&percnt,9.9&percnt,1.3&percnt,0.8&percnt,83.7&percnt,9.8&percnt,6.5&percnt
113,80433,"8,354",102,"3,767","$350,100",81.92,0.17,"3,384","$97,083",47,96.6&percnt,0.3&percnt,0.5&percnt,0.8&percnt,0.0&percnt,0.6&percnt,1.2&percnt,68&percnt,12&percnt,9&percnt,10&percnt,2.9&percnt,0.8&percnt,13.8&percnt,4.2&percnt,59.5&percnt,0.0&percnt,18.8&percnt,3&percnt,40&percnt,10&percnt,30&percnt,15&percnt,1&percnt,2&percnt,82.2&percnt,7.0&percnt,10.8&percnt
114,81637,"7,721",10,"2,764","$341,300",759.42,4.26,"2,407","$83,657",31,70.4&percnt,0.4&percnt,1.5&percnt,0.6&percnt,0.1&percnt,24.2&percnt,2.9&percnt,58&percnt,8&percnt,22&percnt,13&percnt,31&percnt,1&percnt,18&percnt,1&percnt,32&percnt,1&percnt,15&percnt,21&percnt,45&percnt,5&percnt,21&percnt,7&percnt,1&percnt,0&percnt,88&percnt,8&percnt,5&percnt
115,80615,"7,482",71,"2,930","$225,100",105.27,1.03,"2,760","$64,094",38,92.0&percnt,0.3&percnt,0.8&percnt,0.5&percnt,0.0&percnt,4.6&percnt,1.8&percnt,60&percnt,14&percnt,20&percnt,6&percnt,22&percnt,2&percnt,25&percnt,5&percnt,8&percnt,2&percnt,36&percnt,6.9&percnt,56.0&percnt,11.1&percnt,17.2&percnt,7.0&percnt,1.2&percnt,0.7&percnt,82.2&percnt,10.7&percnt,7.0&percnt
116,81211,"7,623",17,"3,788","$260,700",461.33,1.02,"2,874","$49,648",45,91.8&percnt,3.4&percnt,1.3&percnt,0.5&percnt,0.0&percnt,1.4&percnt,1.6&percnt,35&percnt,23&percnt,18&percnt,24&percnt,7&percnt,1&percnt,6&percnt,1&percnt,72&percnt,0&percnt,13&percnt,11&percnt,49&percnt,7&percnt,19&percnt,10&percnt,3&percnt,2&percnt,85&percnt,8&percnt,8&percnt
117,81303,"7,743",36,"3,372","$350,000",215.74,0.27,"3,080","$63,684",41,88.3&percnt,0.3&percnt,4.6&percnt,0.5&percnt,0.1&percnt,3.5&percnt,2.8&percnt,46&percnt,21&percnt,24&percnt,9&percnt,19.5&percnt,1.0&percnt,13.0&percnt,2.1&percnt,37.0&percnt,0.3&percnt,27.1&percnt,8&percnt,46&percnt,9&percnt,23&percnt,9&percnt,4&percnt,1&percnt,76.0&percnt,14.4&percnt,9.6&percnt
118,80498,"7,002",27,"5,350","$455,700",261.46,4.04,"2,869","$70,469",39,85.6&percnt,1.4&percnt,0.4&percnt,1.1&percnt,0.0&percnt,9.4&percnt,2.1&percnt,30&percnt,8&percnt,16&percnt,46&percnt,5.2&percnt,0.3&percnt,2.7&percnt,0.2&percnt,88.1&percnt,0.0&percnt,3.5&percnt,2&percnt,41&percnt,6&percnt,34&percnt,12&percnt,2&percnt,2&percnt,90&percnt,3&percnt,6&percnt
119,80446,"3,715",12,"3,146","$211,300",299.01,6.55,"1,545","$63,591",41,92.0&percnt,0.6&percnt,0.6&percnt,0.8&percnt,0.1&percnt,4.4&percnt,1.5&percnt,24&percnt,9&percnt,16&percnt,51&percnt,8.0&percnt,0.2&percnt,8.9&percnt,0.2&percnt,79.1&percnt,0.2&percnt,3.4&percnt,6.1&percnt,65.8&percnt,8.5&percnt,13.5&percnt,5.5&percnt,0.0&percnt,0.6&percnt,71&percnt,7&percnt,22&percnt
120,81252,"3,830",6,"3,438","$217,900",615.75,1.20,"1,728","$31,437",53,95.0&percnt,1.1&percnt,0.8&percnt,0.4&percnt,0.0&percnt,1.0&percnt,1.7&percnt,24&percnt,17&percnt,10&percnt,50&percnt,2.5&percnt,0.4&percnt,4.3&percnt,0.6&percnt,81.1&percnt,0.0&percnt,11.1&percnt,6&percnt,54&percnt,7&percnt,22&percnt,8&percnt,1&percnt,2&percnt,92&percnt,5&percnt,3&percnt
121,80913,"2,988",114,0,,26.32,0.04,0,"$52,450",23,76.2&percnt,12.7&percnt,1.1&percnt,2.8&percnt,0.7&percnt,3.5&percnt,2.9&percnt,79&percnt,19&percnt,2&percnt,,50.5&percnt,0.2&percnt,0.0&percnt,0.0&percnt,49.2&percnt,0.0&percnt,,,,,,,,,,,
122,81641,"3,834",2,"2,088","$243,300","1,699.00",1.92,"1,578","$59,028",41,91.9&percnt,0.3&percnt,0.8&percnt,0.3&percnt,0.3&percnt,4.4&percnt,2.1&percnt,33&percnt,20&percnt,23&percnt,24&percnt,23&percnt,1&percnt,9&percnt,2&percnt,51&percnt,2&percnt,13&percnt,9&percnt,62&percnt,7&percnt,15&percnt,7&percnt,0&percnt,0&percnt,80&percnt,7&percnt,12&percnt
123,81419,"3,883",19,"1,903","$228,800",202.86,0.64,"1,671","$43,369",47,93.5&percnt,0.2&percnt,0.7&percnt,0.5&percnt,0.0&percnt,3.3&percnt,1.8&percnt,36&percnt,31&percnt,21&percnt,12&percnt,11.6&percnt,0.4&percnt,18.1&percnt,2.6&percnt,26.7&percnt,2.2&percnt,38.4&percnt,11.9&percnt,61.1&percnt,10.4&percnt,11.6&percnt,4.7&percnt,0.1&percnt,0.2&percnt,77&percnt,12&percnt,11&percnt
124,80758,"3,795",5,"1,666","$141,600",694.25,0.59,"1,486","$46,908",83,91.1&percnt,0.2&percnt,0.5&percnt,0.3&percnt,0.0&percnt,6.8&percnt,1.2&percnt,34&percnt,27&percnt,28&percnt,11&percnt,19&percnt,3&percnt,8&percnt,6&percnt,16&percnt,0&percnt,48&percnt,9&percnt,68&percnt,7&percnt,12&percnt,2&percnt,1&percnt,0&percnt,76.7&percnt,9.6&percnt,13.6&percnt
125,80828,"3,341",6,"1,210","$139,500",540.83,0.93,"1,046","$43,846",38,86.4&percnt,8.0&percnt,1.4&percnt,1.0&percnt,0.1&percnt,1.8&percnt,1.3&percnt,34&percnt,20&percnt,32&percnt,14&percnt,30.5&percnt,0.6&percnt,8.5&percnt,1.2&percnt,6.1&percnt,0.6&percnt,52.4&percnt,21.7&percnt,56.6&percnt,6.1&percnt,12.0&percnt,3.3&percnt,0.3&percnt,0.0&percnt,77&percnt,12&percnt,11&percnt
126,80814,"4,023",41,"2,100","$245,900",98.73,0.06,"1,645","$65,714",47,94.3&percnt,0.7&percnt,0.8&percnt,0.7&percnt,0.2&percnt,0.7&percnt,2.7&percnt,54&percnt,14&percnt,10&percnt,22&percnt,5.9&percnt,0.2&percnt,15.4&percnt,1.1&percnt,67.3&percnt,0.0&percnt,10.1&percnt,3&percnt,60&percnt,12&percnt,15&percnt,7&percnt,2&percnt,1&percnt,80.1&percnt,10.1&percnt,9.9&percnt
127,80466,"3,338",37,"1,929","$377,700",90.06,1.16,"1,530","$67,647",42,95.8&percnt,0.3&percnt,0.4&percnt,0.9&percnt,0.1&percnt,0.7&percnt,1.8&percnt,45&percnt,11&percnt,23&percnt,21&percnt,3&percnt,0&percnt,6&percnt,2&percnt,80&percnt,0&percnt,9&percnt,1&percnt,34&percnt,4&percnt,35&percnt,19&percnt,3&percnt,4&percnt,80&percnt,14&percnt,7&percnt
128,80470,"3,287",25,"1,862","$303,500",133.31,0.45,"1,420","$77,868",48,95.9&percnt,0.2&percnt,0.6&percnt,0.8&percnt,0.0&percnt,0.6&percnt,1.9&percnt,54&percnt,13&percnt,10&percnt,24&percnt,3.4&percnt,0.5&percnt,9.5&percnt,1.4&percnt,76.7&percnt,0.0&percnt,8.6&percnt,2.4&percnt,44.9&percnt,11.0&percnt,28.4&percnt,10.6&percnt,0.7&percnt,2.0&percnt,86&percnt,8&percnt,6&percnt
129,81125,"3,447",13,"1,480","$89,500",269.35,0.70,"1,250","$33,798",33,73.8&percnt,0.3&percnt,2.2&percnt,0.2&percnt,0.0&percnt,20.5&percnt,3.0&percnt,26&percnt,21&percnt,37&percnt,16&percnt,16&percnt,3&percnt,4&percnt,1&percnt,14&percnt,4&percnt,59&percnt,37&percnt,45&percnt,4&percnt,10&percnt,5&percnt,0&percnt,0&percnt,88.3&percnt,1.0&percnt,10.7&percnt
130,80610,"2,791",16,"1,141","$171,400",169.48,0.82,"1,048","$52,554",37,88.1&percnt,0.3&percnt,0.9&percnt,0.9&percnt,0.1&percnt,6.4&percnt,3.4&percnt,47&percnt,14&percnt,31&percnt,8&percnt,26&percnt,1&percnt,32&percnt,13&percnt,1&percnt,2&percnt,25&percnt,8.1&percnt,54.1&percnt,13.6&percnt,15.5&percnt,7.4&percnt,0.7&percnt,0.6&percnt,82&percnt,10&percnt,8&percnt
131,81132,"3,231",5,"1,830","$152,600",676.36,0.08,"1,294","$34,316",44,80.3&percnt,0.2&percnt,2.3&percnt,0.2&percnt,0.0&percnt,14.1&percnt,2.8&percnt,29&percnt,21&percnt,21&percnt,29&percnt,6.7&percnt,0.4&percnt,8.0&percnt,1.7&percnt,60.6&percnt,0.0&percnt,22.6&percnt,16.4&percnt,59.5&percnt,4.1&percnt,16.3&percnt,2.8&percnt,0.4&percnt,0.6&percnt,91&percnt,5&percnt,5&percnt
132,81224,"3,446",22,"2,376","$482,700",155.94,0.20,"1,537","$72,409",36,96.7&percnt,0.1&percnt,0.4&percnt,1.0&percnt,0.1&percnt,0.6&percnt,1.2&percnt,32&percnt,8&percnt,24&percnt,35&percnt,8.8&percnt,0.2&percnt,7.6&percnt,0.2&percnt,80.0&percnt,0.0&percnt,3.1&percnt,1&percnt,27&percnt,4&percnt,56&percnt,9&percnt,2&percnt,1&percnt,75&percnt,22&percnt,3&percnt
133,80452,"3,097",24,"2,112","$181,700",129.84,0.51,"1,491","$51,020",46,94.8&percnt,0.5&percnt,0.8&percnt,0.7&percnt,0.0&percnt,1.1&percnt,2.0&percnt,35&percnt,13&percnt,23&percnt,29&percnt,8&percnt,1&percnt,4&percnt,1&percnt,75&percnt,0&percnt,10&percnt,5&percnt,66&percnt,4&percnt,18&percnt,7&percnt,0&percnt,1&percnt,98&percnt,1&percnt,2&percnt
134,81063,"2,726",7,823,"$76,800",411.90,5.11,704,"$27,946",40,75&percnt,8&percnt,3&percnt,1&percnt,0&percnt,12&percnt,2&percnt,34&percnt,24&percnt,28&percnt,14&percnt,13&percnt,0&percnt,15&percnt,4&percnt,7&percnt,0&percnt,61&percnt,25.6&percnt,52.1&percnt,9.9&percnt,8.3&percnt,2.6&percnt,1.3&percnt,0.2&percnt,84.7&percnt,13.3&percnt,2.0&percnt
135,80644,"2,989",19,"1,147","$179,000",159.42,1.59,"1,054","$69,611",37,87.1&percnt,0.2&percnt,1.0&percnt,0.1&percnt,0.0&percnt,10.0&percnt,1.5&percnt,49&percnt,18&percnt,24&percnt,8&percnt,16&percnt,0&percnt,23&percnt,4&percnt,17&percnt,5&percnt,34&percnt,17.3&percnt,51.3&percnt,10.6&percnt,15.2&percnt,5.0&percnt,0.6&percnt,0.0&percnt,87&percnt,6&percnt,7&percnt
136,80734,"3,045",6,"1,355","$140,100",487.41,0.12,"1,230","$38,889",42,86.1&percnt,0.5&percnt,0.2&percnt,0.8&percnt,0.1&percnt,11.3&percnt,1.1&percnt,37&percnt,25&percnt,29&percnt,9&percnt,18&percnt,0&percnt,15&percnt,4&percnt,9&percnt,0&percnt,54&percnt,18.5&percnt,62.2&percnt,6.6&percnt,9.5&percnt,2.7&percnt,0.5&percnt,0.0&percnt,78&percnt,8&percnt,14&percnt
137,81432,"2,682",10,"1,761","$393,300",273.03,0.57,"1,210","$66,638",50,96.8&percnt,0.3&percnt,0.3&percnt,0.4&percnt,0.2&percnt,0.8&percnt,1.2&percnt,35&percnt,17&percnt,17&percnt,31&percnt,13.8&percnt,0.5&percnt,8.7&percnt,0.9&percnt,67.9&percnt,0.4&percnt,7.8&percnt,1&percnt,42&percnt,6&percnt,31&percnt,15&percnt,3&percnt,1&percnt,84.7&percnt,15.3&percnt,0.0&percnt
138,80103,"2,458",9,"1,002","$208,300",281.08,6.41,902,"$62,083",40,90.7&percnt,1.0&percnt,1.2&percnt,0.4&percnt,0.1&percnt,3.8&percnt,2.8&percnt,52&percnt,16&percnt,22&percnt,10&percnt,9&percnt,1&percnt,26&percnt,3&percnt,9&percnt,2&percnt,50&percnt,11.5&percnt,61.2&percnt,12.3&percnt,10.3&percnt,2.4&percnt,0.8&percnt,1.5&percnt,81&percnt,9&percnt,10&percnt
139,80459,"2,450",4,"1,483","$220,300",580.25,5.22,"1,031","$59,208",38,92.1&percnt,0.2&percnt,0.4&percnt,0.2&percnt,0.2&percnt,4.9&percnt,2.0&percnt,33&percnt,14&percnt,22&percnt,30&percnt,10.8&percnt,0.2&percnt,6.0&percnt,0.4&percnt,76.8&percnt,0.0&percnt,5.8&percnt,17.8&percnt,56.4&percnt,6.8&percnt,16.1&percnt,2.4&percnt,0.6&percnt,0.0&percnt,73.4&percnt,14.8&percnt,11.8&percnt
140,80117,"2,587",11,"1,074","$252,800",243.65,0.03,986,"$64,813",44,95.2&percnt,0.6&percnt,0.3&percnt,0.9&percnt,0.1&percnt,1.1&percnt,1.7&percnt,62&percnt,16&percnt,14&percnt,8&percnt,16&percnt,1&percnt,43&percnt,7&percnt,10&percnt,0&percnt,23&percnt,4.8&percnt,59.6&percnt,7.2&percnt,22.0&percnt,5.6&percnt,0.7&percnt,0.0&percnt,87.0&percnt,5.6&percnt,7.4&percnt
141,81615,"2,839",111,"2,382","$1,000,001",25.62,0.10,"1,336","$80,823",41,96.5&percnt,0.3&percnt,0.1&percnt,0.7&percnt,0.0&percnt,1.2&percnt,1.1&percnt,22&percnt,9&percnt,25&percnt,44&percnt,10.8&percnt,0.2&percnt,1.7&percnt,0.0&percnt,85.9&percnt,0.0&percnt,1.3&percnt,1&percnt,32&percnt,9&percnt,42&percnt,10&percnt,4&percnt,1&percnt,71&percnt,29&percnt,0&percnt
142,80019,"1,690",69,719,"$153,100",24.57,0.02,647,"$63,519",33,50.4&percnt,23.2&percnt,0.4&percnt,5.9&percnt,0.9&percnt,11.1&percnt,8.1&percnt,65&percnt,2&percnt,23&percnt,10&percnt,6&percnt,8&percnt,24&percnt,3&percnt,47&percnt,0&percnt,13&percnt,15&percnt,55&percnt,7&percnt,14&percnt,8&percnt,0&percnt,0&percnt,84&percnt,12&percnt,4&percnt
143,80720,"2,558",3,"1,277","$101,200",931.19,0.17,"1,058","$45,472",45,95.8&percnt,1.0&percnt,0.2&percnt,0.2&percnt,0.0&percnt,1.3&percnt,1.5&percnt,30&percnt,30&percnt,23&percnt,17&percnt,28.3&percnt,0.5&percnt,12.8&percnt,3.7&percnt,5.5&percnt,0.0&percnt,49.3&percnt,9.7&percnt,61.0&percnt,10.9&percnt,14.3&percnt,3.5&percnt,0.4&percnt,0.2&percnt,92&percnt,4&percnt,5&percnt
144,81639,"2,463",4,"1,263","$254,500",600.10,0.70,"1,015","$54,668",38,94.1&percnt,0.2&percnt,0.7&percnt,0.5&percnt,0.2&percnt,2.6&percnt,1.7&percnt,41&percnt,17&percnt,23&percnt,20&percnt,9.3&percnt,0.4&percnt,7.3&percnt,0.0&percnt,62.9&percnt,0.0&percnt,20.2&percnt,5.0&percnt,68.2&percnt,6.4&percnt,17.2&percnt,2.3&percnt,0.5&percnt,0.4&percnt,91&percnt,3&percnt,5&percnt
145,81648,"2,808",2,"1,212","$159,400","1,230.12",0.01,"1,055","$63,636",33,91.6&percnt,1.4&percnt,1.0&percnt,0.4&percnt,0.0&percnt,3.1&percnt,2.5&percnt,45&percnt,19&percnt,23&percnt,13&percnt,47&percnt,0&percnt,8&percnt,1&percnt,18&percnt,3&percnt,24&percnt,9.6&percnt,54.6&percnt,13.9&percnt,16.1&percnt,4.5&percnt,0.1&percnt,1.2&percnt,85&percnt,10&percnt,6&percnt
146,80654,"2,359",10,964,"$160,100",227.29,4.90,848,"$51,651",38,92.2&percnt,0.2&percnt,0.5&percnt,0.2&percnt,0.0&percnt,5.5&percnt,1.4&percnt,48&percnt,18&percnt,22&percnt,12&percnt,26&percnt,3&percnt,20&percnt,2&percnt,9&percnt,1&percnt,39&percnt,18.3&percnt,57.3&percnt,11.3&percnt,9.7&percnt,2.9&percnt,0.4&percnt,0.1&percnt,77&percnt,6&percnt,17&percnt
147,80535,"2,636",60,"1,193","$217,600",44.28,0.13,"1,117","$50,538",43,92.0&percnt,0.6&percnt,0.6&percnt,0.3&percnt,0.0&percnt,3.6&percnt,2.8&percnt,48&percnt,16&percnt,30&percnt,6&percnt,32&percnt,1&percnt,24&percnt,7&percnt,16&percnt,0&percnt,21&percnt,8&percnt,55&percnt,10&percnt,14&percnt,10&percnt,2&percnt,1&percnt,76&percnt,18&percnt,6&percnt
148,80547,624,209,241,"$344,000",2.98,0.02,213,"$113,106",35,94.4&percnt,0.6&percnt,0.0&percnt,1.1&percnt,0.3&percnt,1.4&percnt,2.1&percnt,63&percnt,13&percnt,12&percnt,12&percnt,7&percnt,0&percnt,61&percnt,14&percnt,11&percnt,0&percnt,7&percnt,2&percnt,39&percnt,10&percnt,38&percnt,8&percnt,2&percnt,1&percnt,92&percnt,4&percnt,3&percnt
149,80133,"2,042",66,916,"$220,200",30.80,0.02,811,"$61,165",40,91.5&percnt,0.5&percnt,0.5&percnt,0.5&percnt,0.1&percnt,2.7&percnt,4.1&percnt,48&percnt,18&percnt,23&percnt,11&percnt,32&percnt,2&percnt,15&percnt,2&percnt,30&percnt,0&percnt,18&percnt,7&percnt,47&percnt,7&percnt,32&percnt,6&percnt,1&percnt,0&percnt,84.6&percnt,8.1&percnt,7.3&percnt
150,80440,"2,422",9,"2,274","$255,800",265.20,0.56,"1,060","$58,226",42,94.4&percnt,0.5&percnt,0.8&percnt,0.5&percnt,0.0&percnt,1.3&percnt,2.4&percnt,27&percnt,9&percnt,11&percnt,53&percnt,4.3&percnt,0.2&percnt,4.4&percnt,0.6&percnt,84.6&percnt,0.0&percnt,5.9&percnt,7&percnt,47&percnt,6&percnt,29&percnt,8&percnt,2&percnt,1&percnt,83&percnt,0&percnt,17&percnt
151,80447,"1,964",8,"3,613","$341,000",234.85,8.71,950,"$46,858",52,95.9&percnt,0.3&percnt,0.4&percnt,0.4&percnt,0.0&percnt,0.7&percnt,2.3&percnt,13&percnt,7&percnt,7&percnt,74&percnt,4.4&percnt,0.1&percnt,2.5&percnt,0.2&percnt,91.0&percnt,0.1&percnt,1.8&percnt,0.9&percnt,44.7&percnt,14.7&percnt,29.4&percnt,8.5&percnt,0.3&percnt,1.5&percnt,96&percnt,0&percnt,4&percnt
152,81326,"2,193",9,"1,048","$303,700",250.09,0.08,868,"$58,125",42,93.7&percnt,0.2&percnt,1.5&percnt,0.6&percnt,0.0&percnt,1.6&percnt,2.4&percnt,46&percnt,25&percnt,12&percnt,17&percnt,3&percnt,2&percnt,8&percnt,1&percnt,61&percnt,0&percnt,25&percnt,6&percnt,52&percnt,8&percnt,23&percnt,5&percnt,3&percnt,2&percnt,85&percnt,11&percnt,4&percnt
153,81120,"2,267",3,"1,735","$118,500",872.09,3.27,933,"$28,036",44,68.2&percnt,0.6&percnt,2.6&percnt,0.2&percnt,0.2&percnt,23.2&percnt,5.0&percnt,19&percnt,23&percnt,13&percnt,46&percnt,1.6&percnt,0.1&percnt,1.4&percnt,0.1&percnt,79.6&percnt,0.0&percnt,17.2&percnt,17.8&percnt,62.2&percnt,4.4&percnt,11.8&percnt,2.0&percnt,1.6&percnt,0.3&percnt,87&percnt,4&percnt,8&percnt
154,80442,"2,309",33,"2,634","$312,400",70.42,0.02,"1,039","$74,667",36,91.9&percnt,0.3&percnt,0.6&percnt,0.8&percnt,0.0&percnt,4.8&percnt,1.6&percnt,17&percnt,6&percnt,17&percnt,61&percnt,6.8&percnt,0.3&percnt,5.4&percnt,0.1&percnt,86.3&percnt,0.1&percnt,1.1&percnt,1&percnt,37&percnt,20&percnt,30&percnt,6&percnt,6&percnt,0&percnt,95&percnt,5&percnt,0&percnt
155,81140,"2,341",11,"1,010","$117,800",220.40,0.03,874,"$34,176",38,79.4&percnt,0.2&percnt,2.2&percnt,0.3&percnt,0.0&percnt,13.3&percnt,4.7&percnt,33&percnt,31&percnt,23&percnt,13&percnt,13&percnt,0&percnt,5&percnt,2&percnt,28&percnt,1&percnt,50&percnt,20.4&percnt,54.1&percnt,3.7&percnt,11.8&percnt,8.1&percnt,0.8&percnt,1.1&percnt,84&percnt,4&percnt,12&percnt
156,80467,"2,224",10,"1,285","$276,300",229.89,1.25,955,"$61,938",38,94.2&percnt,0.4&percnt,1.3&percnt,0.6&percnt,0.1&percnt,1.2&percnt,2.2&percnt,46&percnt,12&percnt,17&percnt,26&percnt,12&percnt,2&percnt,15&percnt,2&percnt,51&percnt,0&percnt,18&percnt,4&percnt,51&percnt,5&percnt,31&percnt,7&percnt,1&percnt,1&percnt,65.8&percnt,25.1&percnt,9.1&percnt
157,81069,"1,888",7,"1,452","$199,000",273.40,0.22,774,"$57,763",50,96.3&percnt,0.2&percnt,0.4&percnt,0.3&percnt,0.1&percnt,1.1&percnt,1.6&percnt,29&percnt,17&percnt,7&percnt,47&percnt,2&percnt,0&percnt,4&percnt,0&percnt,84&percnt,0&percnt,11&percnt,10&percnt,55&percnt,6&percnt,13&percnt,10&percnt,5&percnt,1&percnt,75&percnt,17&percnt,8&percnt
158,80930,821,23,337,"$243,300",36.38,0.00,309,"$61,435",41,92.0&percnt,0.5&percnt,1.3&percnt,0.4&percnt,0.0&percnt,3.2&percnt,2.7&percnt,52&percnt,22&percnt,18&percnt,8&percnt,4&percnt,0&percnt,18&percnt,7&percnt,7&percnt,0&percnt,64&percnt,0&percnt,64&percnt,9&percnt,7&percnt,19&percnt,0&percnt,0&percnt,82&percnt,18&percnt,0&percnt
159,80137,"1,323",13,437,"$338,500",104.55,0.58,405,"$83,939",38,76.6&percnt,6.6&percnt,1.2&percnt,1.1&percnt,0.2&percnt,10.2&percnt,4.0&percnt,61&percnt,18&percnt,14&percnt,7&percnt,22&percnt,3&percnt,22&percnt,0&percnt,3&percnt,0&percnt,50&percnt,6&percnt,59&percnt,10&percnt,16&percnt,4&percnt,4&percnt,0&percnt,68&percnt,26&percnt,7&percnt
160,81151,"1,470",7,656,"$100,300",224.17,0.23,528,"$38,884",34,84.7&percnt,0.3&percnt,1.4&percnt,0.1&percnt,0.0&percnt,9.9&percnt,3.6&percnt,34&percnt,30&percnt,16&percnt,20&percnt,3&percnt,0&percnt,3&percnt,2&percnt,29&percnt,0&percnt,63&percnt,12&percnt,59&percnt,5&percnt,19&percnt,5&percnt,0&percnt,0&percnt,92&percnt,3&percnt,5&percnt
161,80536,"1,759",5,"1,250","$276,900",367.60,0.69,785,"$70,078",54,96.1&percnt,0.5&percnt,0.7&percnt,0.4&percnt,0.1&percnt,0.3&percnt,1.9&percnt,40&percnt,16&percnt,6&percnt,37&percnt,1.1&percnt,0.0&percnt,10.8&percnt,0.4&percnt,83.9&percnt,0.0&percnt,3.9&percnt,8&percnt,49&percnt,3&percnt,23&percnt,10&percnt,1&percnt,6&percnt,66&percnt,10&percnt,24&percnt
162,81073,"1,932",3,"1,085","$75,000",640.07,0.09,868,"$36,429",47,94.0&percnt,1.2&percnt,0.9&percnt,0.1&percnt,0.0&percnt,1.9&percnt,1.8&percnt,30&percnt,28&percnt,22&percnt,20&percnt,13.4&percnt,0.5&percnt,3.2&percnt,0.5&percnt,10.6&percnt,0.5&percnt,71.4&percnt,10.9&percnt,59.7&percnt,10.9&percnt,12.2&percnt,5.0&percnt,1.1&percnt,0.3&percnt,89&percnt,2&percnt,9&percnt
163,81418,"1,714",83,772,"$179,600",20.63,0.00,702,"$43,472",51,94.7&percnt,0.2&percnt,0.3&percnt,0.3&percnt,0.1&percnt,3.0&percnt,1.3&percnt,43&percnt,30&percnt,18&percnt,9&percnt,14&percnt,0&percnt,20&percnt,0&percnt,33&percnt,1&percnt,31&percnt,11.5&percnt,66.5&percnt,5.5&percnt,13.9&percnt,1.9&percnt,0.0&percnt,0.7&percnt,73&percnt,21&percnt,6&percnt
164,81527,"2,073",3,863,"$278,100",777.54,1.45,778,"$56,204",45,94.4&percnt,0.1&percnt,1.0&percnt,0.1&percnt,0.0&percnt,3.6&percnt,0.8&percnt,63&percnt,19&percnt,8&percnt,10&percnt,6&percnt,0&percnt,16&percnt,2&percnt,48&percnt,0&percnt,27&percnt,10.6&percnt,60.0&percnt,5.6&percnt,17.7&percnt,3.8&percnt,0.6&percnt,1.6&percnt,66&percnt,26&percnt,8&percnt
165,81423,"1,480",3,803,"$239,300",493.10,1.48,637,"$53,667",44,93.7&percnt,0.3&percnt,1.2&percnt,0.3&percnt,0.0&percnt,2.4&percnt,2.2&percnt,41&percnt,19&percnt,19&percnt,21&percnt,18.7&percnt,0.0&percnt,8.4&percnt,1.2&percnt,58.4&percnt,0.6&percnt,12.7&percnt,7&percnt,58&percnt,5&percnt,18&percnt,8&percnt,4&percnt,0&percnt,77&percnt,4&percnt,18&percnt
166,81524,"2,300",14,872,"$402,900",167.61,1.32,828,"$75,536",42,93.5&percnt,0.2&percnt,0.7&percnt,0.4&percnt,0.1&percnt,2.7&percnt,2.3&percnt,63&percnt,19&percnt,13&percnt,5&percnt,14&percnt,0&percnt,16&percnt,11&percnt,20&percnt,0&percnt,39&percnt,10&percnt,60&percnt,10&percnt,13&percnt,7&percnt,0&percnt,0&percnt,75&percnt,11&percnt,14&percnt
167,80737,"1,537",6,917,"$86,800",242.61,0.01,711,"$41,477",49,92.3&percnt,0.4&percnt,0.5&percnt,0.7&percnt,0.0&percnt,4.9&percnt,1.2&percnt,25&percnt,28&percnt,25&percnt,22&percnt,36.4&percnt,0.5&percnt,7.8&percnt,1.5&percnt,8.3&percnt,1.0&percnt,44.7&percnt,13.4&percnt,62.3&percnt,10.5&percnt,9.7&percnt,3.5&percnt,0.3&percnt,0.4&percnt,94&percnt,2&percnt,4&percnt
